0, 0, 2
0, 4, 9864
0, 1, 15757
0, 3, 16700
0, 2, 17880
1, 2, 1
1, 1, 1907
1, 4, 2046
1, 3, 1180
1, 0, 9660
2, 0, 1
2, 4, 7599
2, 3, 7576
2, 2, 7664
2, 1, 7587
3, 1, 1
3, 3, 22
3, 0, 7
3, 4, 35
3, 2, 10426
4, 2, 1
4, 4, 10391
4, 3, 10408
4, 0, 10400
4, 1, 28267
5, 1, 0
5, 4, 17871
5, 3, 17860
5, 0, 17849
5, 2, 33866
6, 2, 1
6, 0, 15973
6, 3, 15988
6, 1, 16030
6, 4, 16000
7, 0, 11984
7, 1, 11958
7, 3, 11960
7, 4, 1
7, 2, 11994
8, 2, 0
8, 4, 3964
8, 3, 3998
8, 0, 3990
8, 1, 15956
9, 1, 1
9, 3, 11987
9, 4, 11991
9, 0, 11987
9, 2, 27998
10, 2, 2
10, 4, 16005
10, 0, 16012
10, 3, 24008
10, 1, 27995
11, 1, 0
11, 3, 3979
11, 0, 11969
11, 2, 23998
11, 4, 11978
12, 4, 2
12, 0, 16021
12, 1, 15985
12, 3, 16024
12, 2, 4008
13, 2, 0
13, 1, 11960
13, 0, 11954
13, 4, 22637
13, 3, 35955
14, 3, 2
14, 0, 24013
14, 2, 24078
14, 4, 13351
14, 1, 24018
15, 1, 1
15, 4, 25
15, 2, 3953
15, 3, 13852
15, 0, 15947
16, 0, 0
16, 1, 11985
16, 3, 2149
16, 2, 16295
16, 4, 26146
17, 4, 1
17, 2, 9828
17, 3, 14120
17, 1, 14136
17, 0, 30708
18, 0, 1
18, 2, 16552
18, 3, 16519
18, 1, 16507
18, 4, 29790
19, 4, 0
19, 2, 13191
19, 3, 13205
19, 1, 13179
19, 0, 25213
20, 0, 1
20, 3, 11987
20, 1, 11961
20, 2, 11975
20, 4, 23989
21, 4, 0
21, 2, 11950
21, 3, 11959
21, 1, 11961
21, 0, 23979
22, 0, 1
22, 1, 11978
22, 3, 11995
22, 2, 11987
22, 4, 23988
23, 4, 0
23, 2, 11960
23, 3, 11977
23, 1, 11966
23, 0, 23981
24, 0, 1
24, 2, 11970
24, 3, 11988
24, 1, 11960
24, 4, 23991
25, 4, 0
25, 2, 11991
25, 1, 11990
25, 3, 11988
25, 0, 23990
26, 0, 0
26, 2, 11994
26, 3, 11987
26, 1, 11991
26, 4, 23991
27, 4, 0
27, 1, 11985
27, 3, 11987
27, 2, 11993
27, 0, 20022
28, 0, 0
28, 2, 7998
28, 4, 8033
28, 1, 8006
28, 3, 8018
29, 3, 0
29, 2, 11966
29, 4, 11964
29, 1, 11960
29, 0, 23959
30, 0, 0
30, 2, 11990
30, 4, 11978
30, 1, 11970
30, 3, 23987
31, 3, 0
